User @,Comment Text,Time,Likes,Url
kikyangela,Aku gatau kalo airpod max tp kalo nntn review ya sbenernya kalo awam kek kita sama aja enaknya kok.,14-1-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rakaparamita,sennheiser audionya lbh bagus dr Sony tapi kalau ngincer yg noise cancellationnya bagus sony,14-1-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
yougotthenumb,sony for sure✌🏻,18-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ohhiiinicetomeetyou,"kak ak saranin jangan didisplay krn cepet kotor kena debu, punyaku kusimpan dlm tasnya",14-1-2023,186,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Nice info! Thank you!,14-1-2023,36,https://www.tiktok.com/@kikyangela/video/7188337283299282202
wildansssssssss,Iya betul.. kalau bisa jgn dikeluarin selamanya kak biar gak kotor & debu,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ybfdlh_,harganya brp ka?,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
pluffiebbyun,"asli headphone ini suaranya lebih bagus ketimbang AirPods Max hshshs, tapi kalau noise canc nya lebih bagus AirPods Max dan tidak menyesal beli xm5 🥳",16-1-2023,79,https://www.tiktok.com/@kikyangela/video/7188337283299282202
tomio_,Jadi airpods max atau ini kak?,20-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
pluffiebbyun,"Jelas Sony kak, suaranya no counter 😎",21-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vitaomorte,kalo pake headphones takut di copet kalo makenya di luar ada pelindung anti copetnya ga sih?,5-2-2023,12,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sainz.swift,"tenangg, kalo copetnya awam trs HP nya xiaomi mereka lebih milih HP daripada tu headphone😂",5-2-2023,5,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ryanepwijaya,mbak. kalo headphone nya udah itu. hp nya gak mungkin xiaomi 🥺,22-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
samuuddr,samsung s23 ultra lah minimal,31-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
skyroi,احسن سماعه بالدنيا,8-2-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
pink.r,يطلع منها الصوت ؟ يعني الي جنبك يقدر يسمع انتي ايش تسمعي ولا لا؟ وكمان المايك حقها كويس ؟ ابغا اشتريها عشان الدراسه ومحاضرات ومعرف ايش اجيب,26-3-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sil0er,جربتي ابل ؟,7-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
skyroi,لا والله انا اخذت ذي السماعه على حسب تعليقات التيك توك والمراجعات عليها وطلعت مره حلوه,7-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
skyroi,شوفي مراجعه السماعه ابل والتعليقات,7-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sil0er,تمام يعطيكي العافية,7-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
wcc.9,وين تنباع وبكم؟,9-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
skyroi,اشتريتها من جرير بسعر 1799 وتنباع كمان في امزون وفي اي متجر موثوق عادي,9-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
wcc.9,شكرًا,9-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
naadyam,Baru beli juga emg enak bgt,14-1-2023,10,https://www.tiktok.com/@kikyangela/video/7188337283299282202
carliennzie,beli nya dimana kak,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
naadyam,Tokped kakk,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
carliennzie,thankyou infonya,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
deriafgan,kalo tokped ada lengkap sama tasnya juga ka?,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
naadyam,Ada kak 😁,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
tenzere,https://shope.ee/6pSH223ubY,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
calsess,brp,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
atreidesism,5.5,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
xrenio,blm kesampaian sampe skr. ngidam dr yg series xm4,14-1-2023,15,https://www.tiktok.com/@kikyangela/video/7188337283299282202
disawangan,tp cek reviewnya performa masih bagusan xm4 dr pada xm5,14-1-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,"For me kualitas sound sama, build in yg beda. Trus yg bikin lebih mahal dikit keknya touch sensornya deh",14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
disawangan,xm4 ada touch sensornya juga,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dubwifi,kak belinya via e-commerce atau store buat dapatin headphone stand nya?,14-1-2023,9,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Store tp aku di ibacks pim sih,15-1-2023,11,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dubwifi,okayy thanks infonya kak 🙏,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
tepaniyakii,harga brp ka?,31-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vannaed,gue beli headphone ga kepake😔,14-1-2023,11,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vannaed,BENERR,4-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
roiry50,"samaaa, gede, makan tempat, ga semudah make air pods/tws/earphone",4-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
brandnfonseca,escuchaba ditto 1000/10,5-2-2023,86,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sollimollie,"Oye tú sabes si filtran el sonido hacia afuera , tipo si le subes volumen se escucha afuera??",31-10-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ayunijolie,Spill harga,14-1-2023,8,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,5.499k,14-1-2023,24,https://www.tiktok.com/@kikyangela/video/7188337283299282202
blankspices,omg 😭,14-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
allyoooh,5-6jt an,14-1-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
besteyabanoglu,Türkiyede var mu bu,5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
user999939849,var var,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
202st.0,Var ama 8.500 lira falan,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
uraniaps,media markta var,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
bella_zhen,これ去年買ったものの中で1番よかったもの,6-3-2023,10,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kam0583,なんていう名前のやつですか？？何円ぐらいしました？無知ですいません💦,31-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
bella_zhen,wh1000xm5、45000くらいだったと思います！,15-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kam0583,ありがとうございます,15-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
thesamejos,"Uy, yo quiero pedir unos para mi cumpleaños, pero no sé cuales, tengo los AirPods Pro pero quiero los Max, aunque son relativamente parecidos en +",6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
thesamejos,Pero es que los Sony son de plástico y la cancelación de ruido es igual a los AirPods 😔,26-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
yael71828,es que ve videos de comparativas y los Sony ganan por mucho ya que son mejores en sonido y todo los max solo por lujo y ya,26-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
thesamejos,"Funcionalidades, y todo eso, pero el diseño es muy cool, en cambio los Sony según son un poco mejor por menos precio, pero no se :(",6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
becaorea,Yo los compre el año pasado y fueron la mejor compra 🤍🤍🤍,8-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
brex0327,gracias ☺️,14-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
becaorea,"Depende cuanto los uses, yo los uso diario y me dura de 3-4 días",14-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
brex0327,cuánto les dura la batería?,13-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vitikoc1,Los wh-xb900n es prácticamente lo mismo son táctiles y tienen extra bass los puedes usar todo el día y no se te van a descargar,13-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
arngxc,No,1-4-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
josue12008,no tiene hifi,27-11-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
fuck_234t,no,21-11-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rodox12210,valen la pena los 300 dólares?,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sailorxsam,yo los vi mucho más caros en amazon 🥺,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rodox12210,280 creo pero redondo 300,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
coekw,cuestan 300$??????? oye,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
xyshhh1,BERASA BERADA DI DUNIA LAIN SIHH PAKE INI😭👍🏻👍🏻👍🏻,14-1-2023,71,https://www.tiktok.com/@kikyangela/video/7188337283299282202
emmauyu,tan bonito pero vale 1300 xc,5-2-2023,11,https://www.tiktok.com/@kikyangela/video/7188337283299282202
emmauyu,me refiero a soles xd,10-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
odavidisrael,"1300? xd no creo que estén en eso, mínimo de 6 a 8mil",9-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dabyyss,ufff que miedo buscar el precio,5-2-2023,6,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dabyyss,"ondaaa también depende del país ahre, en argentina no se si este barato jsjss",6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
thesamejos,"No están caros, creo que están como en 8 mil, bueno o sea baratos no son pero hay más caros Jajsja",6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
imququ,Kak mau nanya kalo silver gitu gampang kotor ga yaa seperti kena makeup atau keringet,14-1-2023,8,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Bisa aja sih jadi makenya emg harus ati”,14-1-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sn0wflakeess,harga pls?,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
doreminoutasan,これ迷ってる〜、ᵕ̩_ᵕBeatsとかBoseも気になってて💭どれがいいかなぁ֊ ̫ ֊,7-2-2023,4,https://www.tiktok.com/@kikyangela/video/7188337283299282202
doreminoutasan,使ってますかー！？😳🤍,24-3-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
l1.__76g,使ってます😸🤍 Bose QuietComfort 45 headphones 使ってるんですけど最高です🎧あと多分今ならセールで安く買えるかも🧏🏻‍♀️,25-3-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
doreminoutasan,ご丁寧にありがとうございます😭🤍🤍満足いくまで沢山悩みたいと思います､､!!ᐡɞ̴̶̷ ̫ ɞ̴̶̷ᐡ早めに決めなきゃだァ〜🏃‍♀️💨,28-3-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ezpizgaming,"Ngidam dari jaman XM4 keluar karena dipinjemin temen, udah nabung, eh keluar yang XM5, nabung lagi deh 😂",14-1-2023,6,https://www.tiktok.com/@kikyangela/video/7188337283299282202
yaya.galery,xm4 menurut aku msh worth it karna lebih kecil bisa di lipat gampang dibawa kemana mana. jadi sesuaiin kebutuhan kamu ajaa,15-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ezpizgaming,"Pengennya sih yang terbaru, soalnya pasti settingan audionya udah semakin bagus kan? Tapi ya kalo dari desain lebih seneng yang XM4 sih, yang XM5 tipis2 gimana gitu 😁",15-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
nodjcat78,الأفضل عن تجربة حرفيا,14-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sil0er,جربتي ابل ؟,7-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
nodjcat78,لا,16-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
stepfunnyyyyy,@cheia ini ga kalah cantik chel 😭,12-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
stepfunnyyyyy,tp dia ga ada airplane adaptor nya gasi? klo yg xm4 dapet,12-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
fenjia_l,"woy bru liat notifmu, iyaa ini kok cantik ya hahaha bimbang ygy🥹",11-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
_dhnq_,@bzzii9 khóc đi 😫,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
bzzii9,mua th mà mua cái giá đỡ,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
_dhnq_,😁😁,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vitim_ffxz,deve facilmente custar minha vida,6-2-2023,46,https://www.tiktok.com/@kikyangela/video/7188337283299282202
jonymonnn,@ann cómpramelos 😻,13-8-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
an.lagu,"ahorita corriendo, algo más?",13-8-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
widwod.tentakels,wow ini headphone yg dikasi sama kim dami buat coworkers-nya pas selesai syuting film the great flood 😳,14-1-2023,20,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rabbit9970,Sama airpods max bagusan mana si??,19-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rizkydkurniadi,sony ini noice cancelingnya terbaik,23-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
travelmeapl,Lbh bgs dri airpods max gg ini?,19-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
tenkoedogawa,yes,23-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
patarkristiono,Ini bisa buat ngegym kak?,22-5-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Ga di rekomendasikan sih,23-5-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
scream_lover4,Y yo me di cuenta de lo mucho que quería esos audiculares :(,6-2-2023,6,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sollimollie,"Sabes si filtran el sonido, tipo escuchas música y los demás la escuchan",31-10-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
niconoemi04,me falta el dinero nomas 😭,20-1-2023,6,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ketchuppp33,Real son carísimos,28-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
exactlimit,inget jaman jaman beats wkwkwk,14-1-2023,6,https://www.tiktok.com/@kikyangela/video/7188337283299282202
jiyun.com,skrg udh ada yg jual harga 300an malah,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
zzeyygy,@panggil aqla cantik beut cokk,11-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
njll.l,"jelas, 5jt",11-4-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
qianvocadooo,@sydwr beli sip,6-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mweowiew,mari bersholawat,6-4-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
milodinosaurr____,kak wkt naik sepedah pke headphonenya ada suara angin gt ga ya?,5-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Ga menyarankan naik sepeda pake headphone ya 🙏🏻,23-5-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
cacahuete_972,Le prix ??,6-2-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
nnymp,349€,6-2-2023,4,https://www.tiktok.com/@kikyangela/video/7188337283299282202
yatzi_136tay,Cuanto cuestan donde los puedo comprar,4-2-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
danna.lbr,"son los audífonos sony wh1000xm5 y puedes conseguirlos en la página web de sony, amazon o mercado libre",5-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
gauchangthjkanhs,@Xinh gái part time biết chưaaa,19-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
thegirlwhostarvingnow,Kinh hiện đại ha,19-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mavizac,izin spiII kk🥰,14-1-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mavizac,https://shope.ee/4V4LAtsnEO,14-1-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
debbotelho0,@bruno_hmf pra mim estudar 😝,9-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
bruno_hmf,Chick,10-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
aledg777,@Anna Vessa los mas nuevos,9-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
annavessa,Están bonitos,9-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dryh.salgado23,@medanii04 🥰🥰🥰,6-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
eudanii04,tudo que eu vejo eu quero comprar,21-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikivnc,@.ssaab_ woralei,6-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
.ssaab_,están bien lindos,8-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
aruzhka_d,Мен Маршал алып алайш😭 новыйлар шыға беред,6-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
polaris.cat,Эх өмір😅🥲,7-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
cocar97,Alguien sabe cuanto valen en dolares?,5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ivan_meh,unos 350,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
galeon_xx,Headphonenya gabisa dipake buat telfon gak sih micnya? Gue pake twsnya gabisa buat nelfon 🥲,22-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Bisa dan bagus bgt hehe,22-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
javixd0919,@vdlae regaleme estos,29-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vdlae,yo tmb kiero 😭😭😭😭,29-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
darthmael,@Raul Rodriguez me muero,7-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
raulrodriguez22,"Lindos, cómprame que necesito para el gym",7-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
easy.peasy_809,@luisdiazsal AAAAAAA,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
jiwoongub,@undereyetimate cakep cuyy 😳,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
bienveblue,harganya jg cakep,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
manymanyeat,aaaaa mauuuuuuu😖,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
fallinwsoya,https://shope.ee/20Nay790im,6-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
catviez,@shun preciosotes,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
isaagiriw,PRESIO,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
x.l.yy.a,@bluberikake ANJAY BET YAH,14-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
tru4ffles,ANJIRR,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
yonvxyie,ini worth it banget!!!,14-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
kikyangela,Ikr !,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
zxqvfqxz,@addictyou bli yg ini aj,14-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
nothin.ly,elu yak beliin,14-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mmmemeddd,MAUUU,15-1-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
fallinwsoya,https://shope.ee/20Nay790im,6-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
yolanlimmm,keren bngt kakkk wishlist aku🥺,18-1-2023,14,https://www.tiktok.com/@kikyangela/video/7188337283299282202
eduardocalebee,"Mds 3,000 reais 😳",6-2-2023,13,https://www.tiktok.com/@kikyangela/video/7188337283299282202
andyyluv,Mi sueño es tenerlos 😭,7-1-2024,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
totetsu_ural27,おそらく今夏にはwf-1000xm5が発売されるだろうから、めちゃくちゃ楽しみ。,28-3-2023,7,https://www.tiktok.com/@kikyangela/video/7188337283299282202
taperron_,por qué en Spotify 😞,31-3-2023,3,https://www.tiktok.com/@kikyangela/video/7188337283299282202
emruhalilov,Mon rêve,28-4-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
samuuddr,seharga hp aing co headphone nya [cry] tp pengen,31-3-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
adhiwiba,idaman banget ini...,18-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
bokuhaonigiridesu,これさっき買った！,17-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
artistham,Xm4 все ещё лучше,7-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
_irit_4p,"al principio pensé que era un sartén, no me pregunten porque 🙂",6-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sarawithoutanh_,serian 80 riñones,5-2-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
l8llypop_,@daniela🍜 cómpramelo :),28-1-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
salkenya_,free stand nya di official store mana ka?,14-1-2023,2,https://www.tiktok.com/@kikyangela/video/7188337283299282202
tuns.0,Anh em cho tôi hỏi cái kệ kia chỉ để cài cái tai nghe thôi à😅,13-4-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
h.azel_08,emng sebagus itu sii gw ga nyesel soal nya ada Touch sensor nya jadi pas lagi jauh atau lagi dengerin musik bisa di pake sony emng brng nya bgs bgtt,7-4-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
blue_banisters__,kalo hp iphone sayang bgt soalnya belom support LDAC🤧,24-3-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
lovex028,Mau gua masukin wishlist tapi keknya kelamaan nabungnya deh😭,22-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
arleth_gonza,Y yo aquí apenas con mis wh-510 del año pasado 😭😭,7-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
gazozkapagu,@serranurciler 10.000 LİRA,7-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
lymonsky,Son buenísimos!,6-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
nnymp,moi bientôt !!!!!,6-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
nabiluvflora,สวยแบบตะโกน,5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
luzamy.ch,@..justaperson_ yo los quiero,5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
sansculotte101,Los quieroooo,5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
_emiliaperezz,"130mil pesos argentinos, deja!",5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
imf0ckingcracybutimfree,Estoy pensando seriamente en comprarlos,5-2-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ur.princesstwo,LUCUUUUU,14-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dhizhya,@_cuddbl3s_ cakep banget shayyy,14-1-2023,1,https://www.tiktok.com/@kikyangela/video/7188337283299282202
dailyatom,Warna putinya masih aman gak kak?,6d ago,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
odette_3333,Yo quiero😭,10-1-2024,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
victoriaczrs,Qué color son?,17-12-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rynkmil25,aku baru beli murah bgt harganya cuma 6jt,17-12-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
divinitytrya,Cakepnya 🥹,15-12-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
_mont_bombon,Necesito,9-12-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
danielgutierrezanselmo,"ya la ,a luna le compre unos audifonos marca hoco tienes unos bajos cheveres",4-11-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
calonatletinter_,suaranya bocor ga sii??,30-10-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mydy77_77,"headphone yang pernah di bahas @GadgetIn [cute] sayang, masih wacana doang kalo mau beli [tears]",23-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
vandhiraliang,Pengennn tapi klo pake headphone gede suka keringatan telinganya 😅,5-2-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
v27926,el porta audífonos donde lo consigooo😳,4-9-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
rivantc,Por qué todo lo tocan con las uñas así?,22-7-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
koh_mtech,🥰,17-6-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
leaaa.all,beli dimana..,30-5-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
iamsonny57,OKPOP 😍😍😍,16-5-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
thingsilearnedintherapyy,LUCU BGTT,4-5-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mujikakaka,"I am considering between Airmax and XM5, can u guys give me some advice?",12-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
ayangjahwa,"keren sihh inii, gatau dah ini fitur2nya udah segimanaa",8-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
niazkilam181,Hadeuu🥺🥺,3-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
caoquette,mehong cokk nangiss tp sony emg baguss 😭😭,2-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
andanakay,Lucu banget 🥺,1-4-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
azi_siapa,sumpah gw ga bisa move on dari 4 akhirnya yg 5 gw jual lagi 😅😅😅,31-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
mahihoo,cantik nya,27-3-2023,0,https://www.tiktok.com/@kikyangela/video/7188337283299282202
